Collection Name,Title#1,Subtitle#1,Name Display Form#1,Name Role Term Text#1,Name Display Form#2,Name Role Term Text#2,Type of Resource#1,Date Created#1,Date Created Encoding#1,Date Captured#1,Date Created#2,Date Created Encoding#2,Language Term#1,Language Term#2,Form#1,Form Authority#1,Form Type#1,Digital Origin#1,Abstract#1,Note#1,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Temporal#1,Subject Temporal Authority#1,Subject Name#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Related Item#1,Related Item Type#1,Related Item Identifier#1,Identifier#1,Physical Location#1,Physical Location Type#1,Access Condition,Scanning technician#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Don Campbell Papers,Biography NB,5,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is various miscellaneous information on the Boulanger sisters from 1908-1914. It includes a note on the sisters' public debuts.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_059,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541538,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Raoul Pugno,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Pugno was a French Italian composer-pianist. He died while in Moscow with Nadia Boulanger in 1914.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_060,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541549,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Lili's disposition,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is a note on Lili Boulanger's compulsion to compose. Nadia regretted that some of their letters had been printed--she saw them as private.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_061,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541560,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,on Lili,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is a short memoire by Nadia Boulanger on her sister Lili and Lili's effect on the world.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_062,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541571,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Biography,Lili 2,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Lili Boulanger won three major awards in 1913: the Prix Yvonne de Gouy d'Arsy, Prix Lapaulle, and the Prix de Rome. Her final composition, the Pie Jesu, was completed around three weeks before her death March, 15, 1918.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_063,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541582,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,On Lili Boulanger,"Marc Blitzstein, Saturday Review, May 28, 1960","Campbell, Don G., 1946-",author,,,text,5/28/1960,,,,,English,,note cards,,material,reformatted digital,"Lili ""glowed"" until her early death. Blitzstein saw her work as ""flawless, death driven, innocent,"" coming from the soul not the ""technical mind."" He compares her work to Mahler's Kindertotenlieder.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_064,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541593,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,A bust of Lili,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"A bust of Lili Boulanger was made by Lucienne Heuvelmans, who won the Prix de Rome the same year as Lili.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_065,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541604,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Lili Boulanger's La Vieille prière boudhique-1917,,"Campbell, Don G., 1946-",author,,,text,1917,,,,,English,,note cards,,material,reformatted digital,Here is the text of Lili Boulanger's Buddhist Prayer from 1917.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_066,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541615,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,"on Lili's last work, Pie Jesu","Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia believed that such music was beyond commentary, but she saw an affinity between it and an evocation by John Donne, which is included here.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_067,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541626,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is another of Nadia's reflections on Lili and some of Nadia's travels (to Villa Medicis and Moscow).,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_068,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541637,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Postcard,"[Villa Medicis, Rome]",,,,,still image,,,,,,,,postcards,aat,material,reformatted digital,This item is a photo postcard of the Villa Medicis in Rome and bears the return address of Don Campbell.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,NB,reverse,Campbell02_01_068,Campbell02_01_068b,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",1099117,,amrc_campbell_8_2_020.jpg|amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,A note by Campbell,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is a note on Nadia Boulanger's genius thought (or is it Lili's?).,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_069,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541648,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,Q on mother,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger worshipped her mother. One statement by her mother shaped her perspective for life. It is included here.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_070,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541659,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Huntziger and Boulanger,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"In World War I, General Huntziger asked Nadia Boulanger if she could make music for the soldiers (in a way).",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Huntziger, Charles",,,,,,,,,,,,Campbell02_01_071,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541670,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,BIOGRAPHY,NB 6,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This note is biographical information on Nadia Boulanger 1915-1921: her wartime activities, an audience with the Pope, accompanying Lili, and joining the faculty of the Conservatoire américain de Fontainebleau.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_072,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541681,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Lili B.,Q (Lili…an affectionate diminutive of Juliette),"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Lili Boulanger's cantata Faust et Hélène, which was dedicated to Nadia, won the 1913 Prix de Rome; it moved the jury so greatly that the award was given before the piece was completely performed. Here is included an interview with Lili on winning the prize and her immediate plans.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_073,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541692,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,bio,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Campbell wonders whether Nadia Boulanger came to the USA during WWI. She accompanied Paul Koubitzky in a concert for the Independent Musical Society in Paris. In 1919, she played a transcription of Lili's Pour les funerailles d'un soldat at the Théâtre des Champs-Élysées as a charity event for orphans of the war. In 1920, she followed Paul Dukas in teaching music history at L'Ecole normale de musique. In 1924, she replaced Fauré (upon his death) at L'église de la Madeleine and began to teach at Fontainebleau.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Lili, 1893-1918",,,,,,,,,,,,Campbell02_01_074,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541703,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB Bio,"from Current Biography, May 62","Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"As an infant, Nadia Boulanger showed great musical aptitude. She had Maurice Ravel and Georges Enesco as classmates. She saw her own compositions as useless and stated that her calling was to teach.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_075,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541714,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,On Americans,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger states that American musicians had begun to develop but lacked experience, but that began to change.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_076,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541725,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,On Beginning at Fontainebleau,tape,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Damroach talked Boulanger into teaching a class in English at Fontainebleau, though she claimed to hardly speak the language. Copland and Nevil Smith were there.",,Musicology,lcsh,United States,lcsh,Musicology,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Musicology,lcsh,"Château de Fontainebleau (Fontainebleau, France)",,,,,,,,,,,,Campbell02_01_077,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541736,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,American Music,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Don Campbell notes, ""American music developed late. It was not an isolated growth.""",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_01_078,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541747,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,on Fontainebleau,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Here are notes on directors of the Conservatoire américain, 1921-1955.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,Conservatoire américain de Fontainebleau,,,,,,,,,,,,Campbell02_01_079,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541758,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Valéry and Emile Verhaeren,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is a short note on the Symbolist Paul Valéry and the Symbolist poet Émile Verhaeren and their relationship to Nadia Boulanger.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,Campbell02_01_080,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541769,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Exceptional Destiny,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Campbell simply writes ""Exceptional destiny-""",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_01_081,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541780,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Nadia Boulanger Memories,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger remembers that General Pershing wanted to develop a school of music for soldiers. Notes are here on Walter Damrosch and Francis Casadesus, Ravel, Widor, and Boulanger as directors (presumably of the Fontainebleau school).",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_082,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541791,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,on NB,Copland interview,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Aaron Copland's first exposure to Nadia Boulanger: he found her to be a vibrant young woman, a musician with absolute musical command, enthusiastic, and confident. Their meeting was a turning point for both of them. He urged others to come study with her, and many generations did so.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Copland, Aaron, 1900-1990",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_083,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541802,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Copland,to me,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Aaron Copland tells Don Campbell that he did not go to Paris to study with Boulanger--no composer had ever studied with a woman. He offers details on why he decided to study in France and how it transpired.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Copland, Aaron, 1900-1990",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_084,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541813,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,Babeis' 6th Bio Aut Pg. 212,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This is a handwritten note on Russian derivation of Nadia Boulanger's name. Here also are some prizes listed.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_085,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541824,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,Q on Copland,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Here are some short statements by Boulanger regarding Aaron Copland. She states that she prepared him unusually well, but since he was himself, that helped his results. She admired and loved him, and he returned the sentiment.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Copland, Aaron, 1900-1990",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_086,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541835,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Note on Messiaen,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This is a handwritten note stating that Olivier Messiaen was organist at Trinité church from 1921, after his studies.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Messiaen, Olivier, 1908-1992",,,,,,,,,,,,Campbell02_01_087,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541846,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,Q Tapes bk 20 Fauré,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger reflects on Gabriel Fauré's influence on her life. She also notes that he told her not to abandon composing.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_088,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541857,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This is a handwritten note. Nadia Boulanger was a strict, restrictive teacher, but also energetic. She disliked the second Viennese School. Here also is a note on Copland's Organ Symphony of January 11, 1925 and a piano accompaniment class in Paris, 1946.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Copland, Aaron, 1900-1990",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_089,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541868,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,BIO,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Biographical information on Nadia Boulanger from 1921-1925: she played organ in March of 1921 for a benefit for the French League of Women's Rights. She played the piano with an orchestra under the direction of Henri Busser. She premiered Copland's Organ Concerto in 1925.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_090,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541879,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,BIO,life,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This is a list of Nadia Boulanger's awards and accomplishments (beginning in 1899?),,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_091,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541890,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,apartment,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Here is a non-comprehensive list of striking items in Nadia Boulanger's apartment.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_092,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541901,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,on NB,Virgil Thompson NY Times Mag 4-Feb 62,"Campbell, Don G., 1946-",author,,,text,2/4/1962,,,,,English,,note cards,,material,reformatted digital,"Here, Virgil Thomson reflects on Nadia Boulanger's apartment, instruments, and typical gatherings with her students.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Thomson, Virgil, 1896-1989",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_01_093,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",541912,,amrc_campbell_2_1_BioNotes.pdf
